Chemical_Name,Formula,RT,RI,RI Ref,CAS_Number,group,Similarity_to_Previous,Similarity_to_Next,MS_Peaks,File
"EPA (C20_5n-3,6,9,12,15c)",,28.624,2398.819,,010417-94-4,49,0.20097840420793522,0.9988641082704545,"[(41, 240.4444), (42, 14.9642), (43, 73.4297), (51, 11.7502), (52, 9.3013), (53, 69.1316), (54, 29.0718), (55, 221.5307), (59, 66.1378), (65, 85.1883), (66, 105.7476), (67, 453.0221), (68, 52.8461), (69, 117.7034), (70, 30.8384), (71, 23.5671), (73, 16.589), (74, 118.7402), (77, 285.7522), (78, 190.105), (79, 999.0), (80, 354.129), (81, 229.388), (82, 64.0272), (85, 49.2793), (87, 79.4184), (88, 28.3338), (89, 5.3485), (91, 811.4725), (92, 228.004), (93, 560.0789), (94, 203.2278), (95, 187.3258), (99, 20.2982), (101, 16.5143), (103, 37.8323), (104, 93.798), (105, 491.6763), (106, 398.6539), (107, 233.4028), (108, 339.6583), (109, 97.6483), (115, 57.3643), (116, 24.8749), (117, 256.9092), (118, 80.6808), (119, 460.9743), (120, 184.2329), (121, 116.6182), (122, 72.6503), (127, 15.9801), (128, 26.614), (129, 71.3455), (130, 50.5169), (131, 257.6583), (132, 76.2548), (133, 280.8465), (134, 107.2529), (135, 104.5915), (136, 29.3843), (141, 33.2747), (142, 15.4215), (143, 42.5964), (144, 25.3238), (145, 150.1088), (146, 65.1935), (147, 165.3184), (148, 118.322), (149, 48.6333), (150, 12.7909), (155, 18.2917), (157, 38.3381), (158, 14.4478), (159, 99.9261), (160, 49.2211), (161, 112.7127), (162, 56.2988), (163, 13.4257), (167, 12.0298), (169, 18.3139), (170, 6.3365), (171, 40.3204), (172, 10.5519), (173, 91.1948), (174, 35.8509), (175, 105.9768), (176, 21.1296), (177, 7.9099), (180, 110.4237), (181, 26.5345), (183, 18.6523), (184, 5.741), (185, 22.4131), (187, 54.901), (188, 22.6364), (189, 18.702), (193, 12.7387), (194, 28.3378), (195, 9.7319), (197, 25.067), (198, 4.0761), (199, 19.7563), (200, 7.1221), (201, 85.1483), (202, 19.52), (205, 7.9941), (213, 13.7747), (214, 3.9719), (215, 54.6698), (216, 10.8085), (219, 8.6703), (220, 34.9095), (229, 7.512), (233, 10.1404), (234, 15.4711), (245, 4.3324), (247, 26.9398), (248, 16.2362), (259, 5.4716), (260, 4.2322), (261, 3.0131), (262, 10.0555), (273, 9.3459), (287, 13.796), (288, 4.1757)]",G26-AllBestHits.cef
Histidine,,28.818,2403.965,,000071-00-1,50,0.16086837202077986,0.017962135320860217,"[(42, 126.7103), (52, 21.0705), (53, 35.6063), (54, 105.0867), (59, 282.5847), (68, 145.9354), (74, 39.8762), (80, 46.1731), (81, 256.4939), (82, 54.1461), (95, 198.263), (107, 41.52), (109, 34.9689), (123, 30.2987), (132, 42.8259), (135, 83.1785), (139, 999.0), (140, 461.4444), (141, 35.5237), (150, 95.4032), (151, 51.6412), (152, 80.9043), (167, 23.4001), (179, 149.1938), (194, 695.6076), (195, 73.3357), (210, 711.4832), (211, 359.1002), (212, 41.7224), (222, 31.081), (226, 335.982), (227, 36.5683), (254, 50.5106), (285, 52.6791)]",G25-AllBestHits.cef
Tyrosine,,30.175,2500.777,,000060-18-4,51,0.017962135320860217,0.13105961027369772,"[(42, 53.6405), (51, 12.3209), (52, 11.486), (59, 121.4872), (63, 8.3049), (64, 4.4192), (65, 16.6266), (70, 9.3114), (77, 78.0827), (78, 58.6073), (89, 21.5095), (90, 31.2572), (91, 70.8139), (92, 9.6742), (103, 44.8071), (104, 14.3398), (105, 18.5908), (106, 22.1167), (107, 49.2176), (117, 28.1913), (118, 15.8941), (119, 12.6645), (120, 0.4049), (121, 999.0), (122, 95.4132), (123, 6.8262), (131, 6.7737), (132, 27.219), (133, 31.6183), (134, 48.2399), (135, 8.7365), (146, 103.9736), (147, 18.1116), (149, 16.8489), (158, 35.7584), (161, 221.8664), (162, 26.6877), (165, 664.7961), (166, 72.2936), (167, 7.4772), (176, 14.9018), (177, 19.9943), (178, 8.4959), (191, 12.7623), (192, 83.1194), (193, 31.371), (204, 14.6055), (220, 97.7673), (221, 16.4244), (236, 864.4393), (237, 114.478), (238, 16.1719), (251, 7.1138), (252, 81.0914), (253, 10.8695), (280, 17.222), (355, 6.3506), (429, 2.8206), (503, 1.2922)]",G25-AllBestHits.cef
"5,13-docosadienoic acid (NIST)",,31.436,2575.297,,000000-01-3,51,0.13105961027369772,0.9959229289666459,"[(41, 360.255), (42, 32.5191), (43, 213.4281), (53, 72.9525), (54, 201.1551), (55, 622.9539), (56, 56.5853), (57, 139.4398), (59, 119.3372), (65, 67.5862), (66, 115.7424), (67, 999.0), (68, 283.0838), (69, 400.3541), (70, 44.8823), (71, 86.2411), (74, 133.3977), (75, 17.8943), (77, 187.2775), (78, 157.0401), (79, 879.6731), (80, 770.3204), (81, 993.6046), (82, 700.204), (83, 386.394), (84, 81.4011), (85, 101.9235), (87, 192.4509), (91, 524.6684), (92, 184.2241), (93, 604.7171), (94, 486.204), (95, 893.7413), (96, 690.2612), (97, 327.0325), (98, 83.3758), (99, 40.392), (104, 38.8805), (105, 328.1513), (106, 165.2573), (107, 328.4004), (108, 230.5053), (109, 442.6913), (110, 206.9125), (111, 150.2395), (113, 20.2712), (115, 79.6772), (116, 19.0545), (117, 101.6939), (118, 32.8095), (119, 334.1303), (120, 126.2558), (121, 342.1542), (122, 148.2367), (123, 247.1021), (124, 146.2604), (125, 98.1444), (127, 27.6534), (128, 31.4014), (129, 142.7891), (130, 24.454), (131, 103.4351), (132, 39.104), (133, 206.6633), (134, 128.9209), (135, 272.6202), (136, 168.079), (137, 181.1524), (138, 117.8613), (139, 38.3909), (141, 42.4511), (143, 77.2312), (144, 16.3716), (145, 73.8918), (146, 21.2167), (147, 135.858), (148, 63.0717), (149, 163.4131), (150, 431.225), (151, 121.7757), (152, 62.1513), (153, 26.8541), (154, 13.9689), (155, 12.6065), (157, 37.4824), (159, 62.9089), (160, 26.1204), (161, 122.0434), (162, 33.6179), (163, 108.132), (164, 173.7092), (165, 52.4849), (166, 61.4492), (167, 20.0313), (168, 22.6261), (169, 16.3234), (171, 23.2038), (173, 105.668), (174, 31.2946), (175, 79.5901), (176, 53.3031), (177, 119.9298), (178, 138.5196), (179, 51.5574), (180, 47.6021), (182, 18.5381), (185, 34.397), (187, 49.5733), (188, 15.9621), (189, 54.4413), (190, 34.6972), (191, 75.986), (192, 82.5258), (193, 50.705), (194, 91.259), (195, 26.1649), (196, 17.259), (197, 9.3177), (201, 23.8599), (203, 95.6757), (204, 24.3672), (205, 38.6601), (207, 55.46), (208, 155.0506), (209, 50.5116), (210, 40.4308), (215, 15.8271), (216, 5.0965), (217, 47.8863), (218, 15.8083), (219, 19.9244), (220, 15.1014), (221, 27.5776), (222, 36.9097), (223, 45.5703), (224, 45.7688), (225, 14.5631), (229, 12.1594), (231, 18.335), (233, 13.046), (234, 17.3254), (235, 60.707), (236, 24.0095), (237, 19.8705), (238, 18.5403), (247, 11.6221), (248, 32.6465), (249, 12.4538), (261, 18.914), (262, 7.7798), (275, 24.3841), (276, 16.7042), (289, 12.8617), (290, 7.0481), (301, 29.6648), (302, 6.8413), (303, 5.5822), (305, 4.3837), (315, 8.7375), (318, 22.2729), (319, 29.7323), (346, 18.7188), (347, 4.2651), (350, 82.7896), (351, 22.2696)]",G3-AllBestHits.cef
"DHA (C22_6n-3,6,9,12,15,18c)",,31.569,2583.174,,010417-94-4,53,0.571932906787927,0.8396437152103352,"[(53, 85.6895), (59, 107.5538), (65, 92.1322), (66, 106.9609), (67, 999.0), (77, 234.3555), (78, 156.4302), (79, 963.1452), (80, 394.8024), (85, 96.6859), (91, 607.585), (92, 203.292), (93, 609.1913), (104, 58.4002), (105, 262.4008), (106, 168.4724), (107, 364.5304), (108, 341.8315), (115, 92.9386), (117, 215.0615), (118, 66.9919), (119, 326.1435), (120, 113.2606), (121, 658.3292), (129, 162.8437), (130, 49.6481), (131, 193.0658), (132, 90.4959), (133, 213.1669), (134, 106.1414), (135, 451.03), (143, 87.3439), (144, 37.8499), (147, 138.2824), (148, 75.1406), (157, 58.1047), (159, 104.2504), (161, 103.0938), (171, 51.3619), (173, 105.246), (174, 35.7449), (175, 70.3211), (185, 39.1591), (192, 98.4506), (235, 49.7151), (249, 81.9221), (263, 96.004), (348, 17.6405)]",G31-AllBestHits.cef
"DPA (C22_5n-3,6,9,12,15c)",,31.76,2594.469,,024880-45-3,54,0.8396437152103352,0.028809643499352333,"[(41, 233.2682), (42, 21.4441), (43, 51.5198), (45, 9.2626), (51, 9.7642), (53, 60.5571), (54, 35.5144), (55, 256.7874), (56, 20.5388), (57, 21.4893), (59, 76.1643), (61, 3.9251), (63, 3.6757), (64, 0.2443), (65, 74.8728), (66, 99.8909), (67, 522.2316), (68, 61.7316), (69, 130.9254), (70, 23.5174), (71, 23.8762), (74, 50.7757), (75, 6.0497), (77, 243.2884), (78, 170.6315), (79, 999.0), (80, 449.8854), (81, 307.9273), (82, 63.4142), (83, 65.1401), (84, 24.8472), (85, 38.2438), (87, 123.6416), (91, 725.2797), (92, 213.8403), (93, 576.1442), (94, 293.4853), (95, 276.338), (96, 40.9464), (97, 89.8733), (98, 25.5689), (99, 16.7402), (101, 26.0704), (103, 30.1674), (104, 57.3813), (105, 433.0795), (106, 172.6503), (107, 267.4427), (108, 388.7159), (109, 121.8588), (110, 16.6194), (111, 22.2373), (113, 7.5686), (115, 51.3258), (116, 23.0108), (117, 229.4056), (118, 67.4555), (119, 481.8989), (120, 152.4485), (121, 185.4277), (122, 107.1603), (123, 39.3876), (125, 11.4747), (126, 6.737), (127, 23.642), (128, 20.8967), (129, 58.6536), (130, 26.163), (131, 225.3575), (132, 68.6307), (133, 286.4107), (134, 156.4001), (135, 134.9137), (136, 54.4757), (137, 21.2619), (141, 361.6457), (142, 35.592), (143, 60.2802), (144, 18.9131), (145, 169.6257), (146, 47.9425), (147, 164.6581), (148, 122.1065), (149, 63.1613), (150, 23.858), (151, 8.9064), (153, 11.7767), (157, 32.7461), (158, 15.7852), (159, 116.6016), (160, 35.8999), (161, 119.4074), (162, 68.1191), (163, 38.3044), (165, 9.1728), (169, 14.4747), (170, 3.8192), (171, 32.9402), (172, 8.5665), (173, 75.1963), (174, 35.8699), (175, 108.3479), (176, 50.0956), (177, 15.2378), (183, 17.323), (185, 29.0302), (186, 7.7451), (187, 52.2267), (188, 26.416), (189, 28.6079), (190, 9.2806), (199, 16.0187), (201, 84.3243), (202, 20.4034), (203, 13.4913), (208, 97.6), (209, 19.0273), (211, 7.2876), (212, 6.1452), (213, 8.5901), (215, 49.1776), (216, 13.0571), (221, 10.069), (222, 17.0035), (225, 10.547), (226, 3.7109), (227, 5.742), (228, 10.1964), (229, 18.1315), (230, 7.7525), (234, 6.1851), (235, 13.4051), (241, 5.2719), (243, 11.0293), (247, 8.7475), (248, 29.2244), (249, 9.7935), (255, 17.3656), (256, 8.4564), (259, 3.246), (261, 12.0208), (262, 14.9355), (264, 9.4311), (274, 3.4575), (275, 37.1467), (276, 15.498), (283, 8.316), (287, 41.4651), (288, 8.8221), (289, 6.1034), (290, 10.7422), (301, 12.1539), (302, 3.4374), (303, 4.3367), (313, 7.3075), (315, 17.7429)]",G39-AllBestHits.cef
Tryptophan,,36.419,2792.523,,000073-22-3,55,0.028809643499352333,0.0,"[(77, 29.6067), (103, 37.2484), (130, 999.0), (131, 101.5709), (201, 17.968), (217, 15.9907), (244, 40.5562), (276, 69.2126)]",G25-AllBestHits.cef
Cystathionine,,38.489,2854.734,,000056-88-2,56,0.0,0.12332953418345272,"[(42, 131.8016), (45, 135.3561), (56, 122.0015), (59, 335.3177), (61, 143.1597), (76, 64.5461), (82, 120.8164), (99, 44.3724), (100, 116.5642), (101, 87.3235), (114, 753.1748), (115, 412.8142), (116, 70.8324), (128, 175.9571), (141, 325.8049), (142, 246.483), (143, 149.7625), (146, 331.339), (147, 365.4535), (160, 999.0), (172, 142.1767), (173, 125.0876), (174, 254.7862), (175, 64.9251), (184, 325.7726), (188, 99.2356), (216, 250.4063), (231, 63.7302), (232, 111.0907), (259, 97.2993)]",G5-AllBestHits.cef
Unknown 059(100) 81(40.5) 91(34.4),,40.507,2930.276,,000011-03-2,56,0.12332953418345272,0.944175658318622,"[(44, 209.6646), (45, 277.6975), (59, 851.1705), (61, 51.9921), (69, 168.855), (71, 190.1806), (73, 189.3666), (75, 120.3513), (81, 589.9783), (91, 373.4974), (95, 166.0532), (99, 206.8003), (101, 347.085), (105, 154.7204), (109, 562.697), (111, 270.531), (113, 82.632), (128, 155.2977), (139, 127.5612), (141, 89.9377), (145, 250.2661), (155, 233.0038), (156, 173.2177), (171, 69.4214), (176, 353.8666), (177, 372.8272), (184, 69.4213), (185, 350.6515), (189, 761.1264), (190, 96.5357), (198, 48.885), (199, 178.1269), (204, 113.3653), (214, 690.0102), (215, 80.5343), (216, 41.9433), (229, 452.3113), (230, 43.0457), (242, 235.3184), (243, 999.0), (244, 119.2929), (261, 56.8934), (276, 83.336), (290, 49.7191), (291, 70.7541), (319, 72.0138)]",GQC2-AllBestHits.cef
Unknown 059(100) 81(40.5) 91(34.4) peak 2,,41.101,2968.405,,000011-03-2,56,0.944175658318622,0.0,"[(41, 131.7428), (42, 42.5799), (43, 117.256), (44, 304.7134), (45, 329.1992), (53, 80.7658), (55, 132.7756), (59, 999.0), (60, 30.1705), (61, 55.1271), (69, 211.3644), (70, 75.4079), (71, 233.8784), (73, 225.5486), (74, 55.2315), (75, 141.5743), (81, 607.7958), (85, 201.9939), (89, 20.029), (91, 405.9277), (95, 195.274), (97, 180.3995), (98, 107.9807), (99, 258.7478), (101, 324.8578), (105, 174.127), (109, 475.4945), (111, 285.3667), (112, 64.5904), (113, 87.7481), (125, 49.0253), (127, 136.7402), (128, 143.2668), (129, 66.5646), (131, 47.2555), (132, 47.0845), (133, 109.5009), (139, 137.3631), (141, 127.5829), (142, 48.1025), (143, 72.5549), (145, 253.5697), (155, 271.9734), (156, 139.2528), (157, 100.2294), (171, 115.6934), (176, 295.1717), (177, 318.9239), (184, 91.1765), (185, 536.6671), (186, 49.2862), (189, 710.9691), (190, 88.9797), (191, 67.5292), (198, 82.5914), (199, 176.7224), (204, 82.5108), (214, 576.5388), (215, 74.7334), (216, 27.7263), (229, 664.9443), (230, 66.913), (242, 403.0542), (243, 607.4693), (244, 70.9152), (261, 53.9755), (276, 40.0055), (277, 17.497), (290, 29.5575), (291, 48.4311), (305, 38.2665), (319, 18.504), (395, 48.8185)]",GQC2-AllBestHits.cef
